fact_id,text
fact_date_date_1883_1883_1883_the_national_exhibition_commemorated_by_the_sheet_took_place_in_1883,The national exhibition commemorated by the sheet took place in 1883.
fact_place_place_zurich_switzerland_from_1799_to_mid_19th_century_conservatives_dominated_city_politics,"From 1799 to mid-19th century, conservatives dominated city politics."
fact_place_place_zurich_switzerland_after_1845_liberals_began_to_dominate_city_politics,"After 1845, liberals began to dominate city politics."
fact_place_place_zurich_switzerland_until_the_first_incorporation_zurich_was_a_liberal_stronghold,"Until the first incorporation, Zurich was a liberal stronghold."
fact_place_place_zurich_switzerland_the_citizen_community_fell_with_the_municipality_law_of_1875,The citizen community fell with the municipality law of 1875.
fact_place_place_canton_of_zurich_switzerland_urban_liberals_played_a_mainly_cantonal_role_from_1830,Urban liberals played a mainly cantonal role from 1830.
fact_place_place_canton_of_zurich_switzerland_after_their_return_to_power_in_the_canton_liberals_began_to_dominate_city_politics_after_1845,"After their return to power in the canton, liberals began to dominate city politics after 1845."
fact_place_place_winterthur_zurich_switzerland_strong_immigration_from_mid_19th_century_favored_the_rise_of_the_democratic_movement_anchored_mainly_in_winterthur_and_rural_areas,Strong immigration from mid-19th century favored the rise of the democratic movement anchored mainly in Winterthur and rural areas.
fact_date_date_1799_to_mid_19th_century_1799_1850_from_1799_to_mid_19th_century_conservatives_dominated_city_politics,"From 1799 to mid-19th century, conservatives dominated city politics."
fact_date_date_1830_1830_1830_urban_liberals_played_a_mainly_cantonal_role_from_1830,Urban liberals played a mainly cantonal role from 1830.
fact_date_date_after_1845_1846_1900_after_their_return_to_power_in_the_canton_liberals_began_to_dominate_city_politics_after_1845,"After their return to power in the canton, liberals began to dominate city politics after 1845."
fact_date_date_1860s_1860_1869_in_the_1860s_conservatives_arranged_with_liberals_and_joined_them_politically,"In the 1860s, conservatives arranged with liberals and joined them politically."
fact_date_date_mid_19th_century_1840_1860_strong_immigration_from_mid_19th_century_favored_the_rise_of_the_democratic_movement_anchored_mainly_in_winterthur_and_rural_areas,Strong immigration from mid-19th century favored the rise of the democratic movement anchored mainly in Winterthur and rural areas.
fact_date_date_1866_1866_1866_in_1866_the_first_non_citizen_tinsmith_jakob_schnurrenberger_was_elected_to_the_small_city_council,"In 1866, the first non-citizen, tinsmith Jakob Schnurrenberger, was elected to the Small City Council."
fact_date_date_1875_1875_1875_the_citizen_community_fell_with_the_municipality_law_of_1875_which_made_naturalization_of_swiss_citizens_easier,"The citizen community fell with the municipality law of 1875, which made naturalization of Swiss citizens easier."
fact_place_place_zurich_switzerland_the_swiss_social_archive_is_located_in_zurich,The Swiss Social Archive is located in Zurich.
fact_date_date_1928_1928_1928_the_poster_of_the_free_democratic_party_for_city_and_municipal_council_elections_was_created_in_1928,The poster of the Free Democratic Party for city and municipal council elections was created in 1928.
fact_place_place_zurich_switzerland_the_social_democratic_party_is_associated_with_the_city_of_zurich,The Social Democratic Party is associated with the city of Zurich.
fact_place_place_museum_of_design_zurich_zurich_switzerland_the_election_poster_is_held_in_the_museum_of_design_zurich,The election poster is held in the Museum of Design Zurich.
fact_place_place_zurich_university_of_the_arts_zurich_switzerland_the_election_poster_is_part_of_the_poster_collection_at_zurich_university_of_the_arts,The election poster is part of the Poster Collection at Zurich University of the Arts.
fact_date_date_1931_1931_1931_the_election_poster_was_designed_in_1931,The election poster was designed in 1931.
fact_place_place_large_city_council_the_liberal_party_from_1917_fdp_dominated_the_large_city_council_until_1907,The liberal party (from 1917 FDP) dominated the Large City Council until 1907.
fact_place_place_large_city_council_the_sp_took_over_the_large_city_council_after_1907,The SP took over the Large City Council after 1907.
fact_place_place_large_city_council_from_1928_1938_red_zurich_had_an_absolute_parliamentary_majority_in_the_large_city_council,"From 1928-1938, ""red Zurich"" had an absolute parliamentary majority in the Large City Council."
fact_place_place_large_city_council_in_1938_the_national_ring_of_independents_ldu_entered_the_municipal_council,"In 1938, the National Ring of Independents (LdU) entered the municipal council."
fact_place_place_large_city_council_the_cvp_founded_a_city_party_section_as_christian_social_party_in_1907,The CVP founded a city party section as Christian Social Party in 1907.
fact_place_place_large_city_council_together_with_the_evangelical_people_s_party_the_political_center_was_formed_until_the_late_1970s,"Together with the Evangelical People's Party, the political center was formed until the late 1970s."
fact_place_place_large_city_council_in_2002_the_svp_replaced_the_fdp_as_the_strongest_bourgeois_force,"In 2002, the SVP replaced the FDP as the strongest bourgeois force."
fact_date_date_1917_1917_1917_the_liberal_party_became_fdp_in_1917,The liberal party became FDP in 1917.
fact_date_date_1907_1907_1907_the_liberal_party_dominated_until_1907,The liberal party dominated until 1907.
fact_date_date_1907_1907_1907_the_sp_took_over_after_1907,The SP took over after 1907.
fact_date_date_1907_1907_1907_the_cvp_founded_a_city_party_section_as_christian_social_party_in_1907,The CVP founded a city party section as Christian Social Party in 1907.
fact_date_date_1928_1938_1928_1938_from_1928_1938_red_zurich_had_an_absolute_parliamentary_majority,"From 1928-1938, ""red Zurich"" had an absolute parliamentary majority."
fact_date_date_1938_1938_1938_in_1938_the_national_ring_of_independents_ldu_entered_the_municipal_council,"In 1938, the National Ring of Independents (LdU) entered the municipal council."
fact_date_date_late_1970s_1977_1979_the_political_center_was_formed_until_the_late_1970s,The political center was formed until the late 1970s.
fact_date_date_2002_2002_2002_in_2002_the_svp_replaced_the_fdp_as_the_strongest_bourgeois_force,"In 2002, the SVP replaced the FDP as the strongest bourgeois force."
fact_place_place_executive_city_council_the_democratic_party_dominated_the_executive_city_council_from_1892_to_1901_with_five_of_nine_seats,The democratic party dominated the executive city council from 1892 to 1901 with five of nine seats.
fact_place_place_executive_city_council_from_1907_the_sp_held_four_seats_in_the_executive_city_council,"From 1907, the SP held four seats in the executive city council."
fact_place_place_executive_city_council_from_1928_the_sp_held_five_seats_in_the_executive_city_council,"From 1928, the SP held five seats in the executive city council."
fact_place_place_executive_city_council_red_zurich_ended_in_1949_with_the_death_of_city_president_adolf_lüchinger,"""Red Zurich"" ended in 1949 with the death of city president Adolf Lüchinger."
fact_place_place_executive_city_council_from_1950_the_sp_generally_held_four_seats_in_the_executive_city_council,"From 1950, the SP generally held four seats in the executive city council."
fact_place_place_executive_city_council_from_1950_the_fdp_and_the_dissolved_ldu_each_held_one_to_two_seats_in_the_executive_city_council,"From 1950, the FDP and the dissolved LdU each held one to two seats in the executive city council."
fact_place_place_executive_city_council_in_1970_emilie_lieberherr_sp_became_the_first_woman_elected_to_the_city_council,"In 1970, Emilie Lieberherr (SP) became the first woman elected to the city council."
fact_place_place_executive_city_council_in_1990_the_sp_became_the_strongest_party_again_in_the_city_council,"In 1990, the SP became the strongest party again in the city council."
fact_place_place_executive_city_council_in_1990_the_svp_exited_the_city_council,"In 1990, the SVP exited the city council."
fact_place_place_executive_city_council_since_1994_a_red_green_majority_has_governed_the_city_council,"Since 1994, a red-green majority has governed the city council."
fact_date_date_1892_1901_1892_1901_the_democratic_party_dominated_the_executive_city_council_with_five_of_nine_seats_from_1892_to_1901,The democratic party dominated the executive city council with five of nine seats from 1892 to 1901.
fact_date_date_1907_1907_1907_from_1907_the_sp_held_four_seats_in_the_executive_city_council,"From 1907, the SP held four seats in the executive city council."
fact_date_date_1928_1928_1928_from_1928_the_sp_held_five_seats_in_the_executive_city_council,"From 1928, the SP held five seats in the executive city council."
fact_date_date_1949_1949_1949_red_zurich_ended_in_1949_with_the_death_of_city_president_adolf_lüchinger,"""Red Zurich"" ended in 1949 with the death of city president Adolf Lüchinger."
fact_date_date_1950_1950_1950_from_1950_the_sp_generally_held_four_seats_in_the_executive_city_council,"From 1950, the SP generally held four seats in the executive city council."
fact_date_date_1950_1950_1950_from_1950_the_fdp_and_the_dissolved_ldu_each_held_one_to_two_seats_in_the_executive_city_council,"From 1950, the FDP and the dissolved LdU each held one to two seats in the executive city council."
fact_date_date_1970_1970_1970_in_1970_emilie_lieberherr_sp_became_the_first_woman_elected_to_the_city_council,"In 1970, Emilie Lieberherr (SP) became the first woman elected to the city council."
fact_date_date_1990_1990_1990_in_1990_the_sp_became_the_strongest_party_again_in_the_city_council,"In 1990, the SP became the strongest party again in the city council."
fact_date_date_1990_1990_1990_in_1990_the_svp_exited_the_city_council,"In 1990, the SVP exited the city council."
fact_date_date_1994_1994_1994_since_1994_a_red_green_majority_has_governed_the_city_council,"Since 1994, a red-green majority has governed the city council."
fact_place_place_zurich_switzerland_the_assets_of_the_former_city_state_passed_to_the_helvetic_republic_which_provisionally_left_properties_to_the_city_in_1798,"The assets of the former city-state passed to the Helvetic Republic, which provisionally left properties to the city in 1798."
fact_place_place_zurich_switzerland_the_1803_mediation_act_secured_assets_covering_costs_for_school_poor_relief_church_and_construction_in_the_city,"The 1803 mediation act secured assets covering costs for school, poor relief, church, and construction in the city."
fact_place_place_zurich_switzerland_from_1802_the_city_charged_billeting_fees_per_household,"From 1802, the city charged billeting fees per household."
fact_place_place_zurich_switzerland_from_1833_residents_of_the_city_were_taxed_for_police_school_church_and_road_construction,"From 1833, residents of the city were taxed for police, school, church, and road construction."
fact_place_place_zurich_switzerland_those_owning_property_in_the_city_paid_contributions_for_public_buildings_and_fire_brigade,Those owning property in the city paid contributions for public buildings and fire brigade.
fact_place_place_zurich_switzerland_the_1855_municipality_law_equated_residents_and_citizens_tax_wise_in_the_city,The 1855 municipality law equated residents and citizens tax-wise in the city.
fact_place_place_zurich_switzerland_direct_municipal_taxes_were_introduced_in_the_city_in_1855_but_did_not_yet_affect_poor_relief,Direct municipal taxes were introduced in the city in 1855 but did not yet affect poor relief.
fact_place_place_zurich_switzerland_the_1891_allocation_law_introduced_a_modern_municipal_tax_system_in_the_city,The 1891 allocation law introduced a modern municipal tax system in the city.
fact_date_date_1798_1798_1798_the_helvetic_republic_provisionally_left_properties_to_the_city_in_1798,The Helvetic Republic provisionally left properties to the city in 1798.
fact_date_date_1803_1803_1803_the_1803_mediation_act_secured_assets_covering_costs_for_school_poor_relief_church_and_construction,"The 1803 mediation act secured assets covering costs for school, poor relief, church, and construction."
fact_date_date_1802_1802_1802_from_1802_the_city_charged_billeting_fees_per_household,"From 1802, the city charged billeting fees per household."
fact_date_date_1833_1833_1833_from_1833_residents_were_taxed_for_police_school_church_and_road_construction,"From 1833, residents were taxed for police, school, church, and road construction."
fact_date_date_1855_1855_1855_the_1855_municipality_law_equated_residents_and_citizens_tax_wise,The 1855 municipality law equated residents and citizens tax-wise.
fact_date_date_1855_1855_1855_direct_municipal_taxes_were_introduced_but_did_not_yet_affect_poor_relief,Direct municipal taxes were introduced but did not yet affect poor relief.
fact_date_date_1891_1891_1891_the_1891_allocation_law_introduced_a_modern_municipal_tax_system,The 1891 allocation law introduced a modern municipal tax system.
fact_place_place_zurich_switzerland_until_1835_church_communities_were_responsible_for_poor_relief_in_the_city,"Until 1835, church communities were responsible for poor relief in the city."
fact_place_place_zurich_switzerland_in_1835_city_central_poor_authority_and_general_poor_support_fund_were_established_in_zurich,"In 1835, city central poor authority and general poor support fund were established in Zurich."
fact_place_place_zurich_switzerland_private_charity_such_as_the_relief_society_or_community_society_remained_necessary_in_zurich_well_into_the_20th_century,Private charity such as the Relief Society or Community Society remained necessary in Zurich well into the 20th century.
fact_place_place_zurich_switzerland_the_city_of_zurich_gradually_expanded_social_benefits,The city of Zurich gradually expanded social benefits.
fact_place_place_zurich_switzerland_the_association_organized_and_municipality_supported_voluntary_and_resident_poor_relief_of_the_city_of_zurich_operated_from_1878_to_1929,The association-organized and municipality-supported 'Voluntary and Resident Poor Relief of the City of Zurich' operated from 1878 to 1929.
fact_place_place_zurich_switzerland_since_1907_the_city_of_zurich_supports_housing_construction_via_cooperative_support,"Since 1907, the city of Zurich supports housing construction via cooperative support."
fact_date_date_until_1835_none_1835_until_1835_church_communities_were_responsible_for_poor_relief_in_zurich,"Until 1835, church communities were responsible for poor relief in Zurich."
fact_date_date_19th_century_1801_1900_rising_mobility_in_the_19th_century_made_the_voluntary_and_resident_poor_relief_of_the_city_of_zurich_necessary,Rising mobility in the 19th century made the 'Voluntary and Resident Poor Relief of the City of Zurich' necessary.
fact_date_date_1878_1929_1878_1929_the_voluntary_and_resident_poor_relief_of_the_city_of_zurich_operated_from_1878_to_1929,The 'Voluntary and Resident Poor Relief of the City of Zurich' operated from 1878 to 1929.
fact_date_date_since_1907_1907_none_since_1907_the_city_of_zurich_supports_housing_construction_via_cooperative_support,"Since 1907, the city of Zurich supports housing construction via cooperative support."
fact_place_place_platzspitz_zurich_switzerland_the_gasworks_was_located_at_platzspitz_until_1867,The gasworks was located at Platzspitz until 1867.
fact_place_place_industriequartier_zurich_switzerland_the_gasworks_was_located_in_industriequartier_from_1867_until_1898,The gasworks was located in Industriequartier from 1867 until 1898.
fact_place_place_schlieren_zurich_switzerland_the_gasworks_was_located_in_schlieren_from_1898,The gasworks was located in Schlieren from 1898.
fact_date_date_1778_1778_1778_street_lighting_was_introduced_privately_in_1778,Street lighting was introduced privately in 1778.
fact_date_date_1855_1855_1855_street_lighting_became_a_public_task_in_1855,Street lighting became a public task in 1855.
fact_date_date_1886_1886_1886_the_gasworks_was_operated_by_the_municipality_from_1886,The gasworks was operated by the municipality from 1886.
fact_date_date_1867_1867_1867_the_gasworks_was_located_at_platzspitz_until_1867,The gasworks was located at Platzspitz until 1867.
fact_date_date_1898_1898_1898_the_gasworks_was_located_in_schlieren_from_1898,The gasworks was located in Schlieren from 1898.
fact_date_date_1974_1974_1974_conversion_to_natural_gas_happened_in_1974,Conversion to natural gas happened in 1974.
fact_place_place_zurich_switzerland_construction_of_zurich_water_supply_pipelines_took_place_at_schanzengraben_near_the_botanical_garden_of_the_university,Construction of Zurich water supply pipelines took place at Schanzengraben near the Botanical Garden of the University.
fact_place_place_schanzengraben_zurich_water_supply_pipelines_were_constructed_at_schanzengraben,Zurich water supply pipelines were constructed at Schanzengraben.
fact_place_place_botanical_garden_of_the_university_the_botanical_garden_of_the_university_is_near_the_location_of_the_zurich_water_supply_pipeline_construction,The Botanical Garden of the University is near the location of the Zurich water supply pipeline construction.
fact_date_date_1885_1885_1885_the_photograph_of_the_zurich_water_supply_pipeline_construction_was_taken_in_1885_by_eduard_schucht,The photograph of the Zurich water supply pipeline construction was taken in 1885 by Eduard Schucht.
fact_place_place_zurich_switzerland_the_municipal_engineering_office_in_zurich_created_a_sample_plan_for_homeowners_in_1867,The municipal engineering office in Zurich created a sample plan for homeowners in 1867.
fact_date_date_1867_1867_1867_sewer_reform_took_place_in_1867,Sewer reform took place in 1867.
fact_place_place_limmat_zurich_switzerland_in_1868_drinking_water_supply_was_improved_to_provide_households_with_process_water_from_the_limmat,"In 1868, drinking water supply was improved to provide households with process water from the Limmat."
fact_place_place_sihl_zurich_switzerland_since_1895_spring_water_from_the_sihl_valley_was_used_for_water_supply,"Since 1895, spring water from the Sihl valley was used for water supply."
fact_place_place_lorze_valley_switzerland_since_1895_spring_water_from_the_lorze_valleys_was_used_for_water_supply,"Since 1895, spring water from the Lorze valleys was used for water supply."
fact_place_place_letten_power_plant_zurich_switzerland_the_municipal_letten_power_plant_began_operation_in_1892,The municipal Letten power plant began operation in 1892.
fact_place_place_albula_switzerland_the_city_engaged_in_hydropower_plants_including_albula,The city engaged in hydropower plants including Albula.
fact_place_place_heidsee_switzerland_the_city_engaged_in_hydropower_plants_including_heidsee,The city engaged in hydropower plants including Heidsee.
fact_place_place_limmat_wettingen_switzerland_the_city_engaged_in_hydropower_plants_including_limmat_wettingen,The city engaged in hydropower plants including Limmat Wettingen.
fact_place_place_julia_tiefencastel_switzerland_the_city_engaged_in_hydropower_plants_including_julia_tiefencastel,The city engaged in hydropower plants including Julia Tiefencastel.
fact_place_place_julia_marmorera_switzerland_the_city_engaged_in_hydropower_plants_including_julia_marmorera,The city engaged in hydropower plants including Julia Marmorera.
fact_place_place_bergell_switzerland_the_city_engaged_in_hydropower_plants_including_bergell_power_plants,The city engaged in hydropower plants including Bergell power plants.
fact_place_place_maggia_switzerland_the_city_participated_in_water_and_nuclear_power_plants_including_maggia,The city participated in water and nuclear power plants including Maggia.
fact_place_place_blenio_switzerland_the_city_participated_in_water_and_nuclear_power_plants_including_blenio,The city participated in water and nuclear power plants including Blenio.
fact_place_place_hinterrhein_switzerland_the_city_participated_in_water_and_nuclear_power_plants_including_hinterrhein,The city participated in water and nuclear power plants including Hinterrhein.
fact_place_place_gösgen_nuclear_power_plant_switzerland_the_city_participated_in_nuclear_power_plants_including_gösgen,The city participated in nuclear power plants including Gösgen.
fact_place_place_leibstadt_nuclear_power_plant_switzerland_the_city_participated_in_nuclear_power_plants_including_leibstadt,The city participated in nuclear power plants including Leibstadt.
fact_place_place_bugey_nuclear_power_plant_france_the_city_participated_in_nuclear_power_plants_including_bugey_in_france,The city participated in nuclear power plants including Bugey in France.
fact_place_place_cattenom_nuclear_power_plant_france_the_city_participated_in_nuclear_power_plants_including_cattenom_in_france,The city participated in nuclear power plants including Cattenom in France.
fact_place_place_rösslitram_the_private_rösslitram_opened_in_1888_was_municipalized_in_1894_and_electrified_in_1900,"The private ""Rösslitram"" opened in 1888, was municipalized in 1894 and electrified in 1900."
fact_place_place_zurich_switzerland_by_1931_the_municipal_tramway_zurich_vbz_from_1950_took_over_all_private_tram_companies,"By 1931, the Municipal Tramway Zurich (VBZ from 1950) took over all private tram companies."
fact_place_place_zurich_switzerland_the_zurich_transport_network_the_merger_of_vbz_with_seven_other_transport_companies_began_operation_together_with_the_s_bahn_in_1990,"The Zurich Transport Network, the merger of VBZ with seven other transport companies, began operation together with the S-Bahn in 1990."
fact_date_date_1855_1855_1855_after_the_cholera_epidemic_of_1855_criticism_of_hygienic_conditions_in_waste_disposal_arose,"After the cholera epidemic of 1855, criticism of hygienic conditions in waste disposal arose."
fact_date_date_1860_1873_1860_1873_from_1860_1873_the_sewage_system_was_built,"From 1860-1873, the sewage system was built."
fact_date_date_1867_1867_1867_the_sewer_reform_followed_in_1867,The sewer reform followed in 1867.
fact_date_date_1868_1868_1868_in_1868_drinking_water_supply_was_improved_to_provide_public_fountains_with_spring_water_and_households_with_process_water_from_the_limmat,"In 1868, drinking water supply was improved to provide public fountains with spring water and households with process water from the Limmat."
fact_date_date_1884_1884_1884_after_a_typhus_epidemic_in_1884_water_was_taken_from_the_lake,"After a typhus epidemic in 1884, water was taken from the lake."
fact_date_date_1895_1895_1895_since_1895_spring_water_from_the_sihl_and_lorze_valleys_was_used,"Since 1895, spring water from the Sihl and Lorze valleys was used."
fact_date_date_1904_1904_1904_in_1904_the_waste_incineration_plant_opened,"In 1904, the waste incineration plant opened."
fact_date_date_1923_1923_1923_in_1923_the_construction_of_the_sewage_treatment_plant_and_combined_sewer_system_was_decided,"In 1923, the construction of the sewage treatment plant and combined sewer system was decided."
fact_date_date_1892_1892_1892_the_municipal_letten_power_plant_began_operation_in_1892,The municipal Letten power plant began operation in 1892.
fact_date_date_1888_1888_1888_the_private_rösslitram_opened_in_1888,"The private ""Rösslitram"" opened in 1888."
fact_date_date_1894_1894_1894_the_rösslitram_was_municipalized_in_1894,"The ""Rösslitram"" was municipalized in 1894."
fact_date_date_1900_1900_1900_the_rösslitram_was_electrified_in_1900,"The ""Rösslitram"" was electrified in 1900."
fact_date_date_1931_1931_1931_by_1931_the_municipal_tramway_zurich_vbz_from_1950_took_over_all_private_tram_companies,"By 1931, the Municipal Tramway Zurich (VBZ from 1950) took over all private tram companies."
fact_date_date_1990_1990_1990_the_zurich_transport_network_began_operation_together_with_the_s_bahn_in_1990,The Zurich Transport Network began operation together with the S-Bahn in 1990.
fact_place_place_zurich_switzerland_until_1830_only_the_core_city_was_densely_built,"Until 1830, only the core city was densely built."
fact_place_place_zurich_switzerland_the_rest_of_the_city_area_consisted_of_meadows_fields_vineyards_forest_isolated_farms_and_villas_of_city_dwellers_until_1830,"The rest of the city area consisted of meadows, fields, vineyards, forest, isolated farms and villas of city dwellers until 1830."
fact_place_place_medieval_city_wall_from_1780_deconstruction_of_the_medieval_city_wall_began,"From 1780, deconstruction of the medieval city wall began."
fact_place_place_canton_of_zurich_switzerland_from_1833_the_canton_started_demolishing_fortifications_creating_space_for_public_buildings_and_roads,"From 1833, the canton started demolishing fortifications, creating space for public buildings and roads."
fact_place_place_münsterbrücke_zurich_switzerland_with_the_construction_of_münster_bridge_from_1835_zurich_oriented_itself_from_the_limmat_towards_the_lake,"With the construction of Münster bridge from 1835, Zurich oriented itself from the Limmat towards the lake."
fact_place_place_limmatquai_zurich_switzerland_with_the_construction_of_limmatquai_from_1835_zurich_oriented_itself_from_the_limmat_towards_the_lake,"With the construction of Limmatquai from 1835, Zurich oriented itself from the Limmat towards the lake."
fact_place_place_limmatquai_zurich_switzerland_by_1859_the_limmatquai_was_built,"By 1859, the Limmatquai was built."
fact_place_place_zurich_hauptbahnhof_zurich_switzerland_the_station_outside_the_old_town_opened_in_1847_sparking_a_large_construction_phase_from_1860_to_1890,"The station outside the old town opened in 1847, sparking a large construction phase from 1860 to 1890."
fact_place_place_bahnhofbrücke_zurich_switzerland_from_1861_to_1863_the_bahnhofbrücke_was_built,"From 1861 to 1863, the Bahnhofbrücke was built."
fact_place_place_zeughaus_zurich_switzerland_from_1864_to_1869_the_zeughaus_was_built,"From 1864 to 1869, the Zeughaus was built."
fact_place_place_aussersihl_zurich_switzerland_from_1873_to_1875_a_barracks_was_built_in_aussersihl,"From 1873 to 1875, a barracks was built in Aussersihl."
fact_place_place_bahnhofstrasse_zurich_switzerland_from_1864_bahnhofstrasse_was_constructed,"From 1864, Bahnhofstrasse was constructed."
fact_place_place_bahnhof_district_zurich_switzerland_from_1867_the_bahnhof_district_was_developed,"From 1867, the Bahnhof district was developed."
fact_place_place_eth_zurich_zurich_switzerland_from_1861_to_1864_the_polytechnical_school_was_built,"From 1861 to 1864, the Polytechnical School was built."
fact_place_place_zurich_hauptbahnhof_zurich_switzerland_from_1865_to_1871_the_new_main_train_station_was_constructed,"From 1865 to 1871, the new main train station was constructed."
fact_place_place_paradeplatz_zurich_switzerland_from_1873_to_1875_the_schweizerische_kreditanstalt_at_paradeplatz_was_built,"From 1873 to 1875, the Schweizerische Kreditanstalt at Paradeplatz was built."
fact_place_place_selnau_zurich_switzerland_zurich_expanded_its_city_boundary_into_selnau,Zurich expanded its city boundary into Selnau.
fact_place_place_neumühlequai_zurich_switzerland_zurich_expanded_its_city_boundary_at_neumühlequai,Zurich expanded its city boundary at Neumühlequai.
fact_place_place_fraumünster_district_zurich_switzerland_zurich_laid_out_the_fraumünster_district_from_1875,Zurich laid out the Fraumünster district from 1875.
fact_place_place_prediger_district_zurich_switzerland_zurich_laid_out_the_prediger_district_from_1876_to_1878,Zurich laid out the Prediger district from 1876 to 1878.
fact_place_place_industriequartier_aussersihl_zurich_switzerland_zurich_laid_out_the_industriequartier_in_aussersihl_from_1877_to_1880,Zurich laid out the Industriequartier in Aussersihl from 1877 to 1880.
fact_place_place_zurich_stock_exchange_zurich_switzerland_from_1880_to_1890_the_stock_exchange_was_built,"From 1880 to 1890, the stock exchange was built."
fact_place_place_upper_bahnhofstrasse_zurich_switzerland_from_1880_to_1890_the_upper_bahnhofstrasse_was_built,"From 1880 to 1890, the upper Bahnhofstrasse was built."
fact_place_place_lake_promenade_zurich_switzerland_from_1880_to_1890_the_lake_promenade_was_built,"From 1880 to 1890, the lake promenade was built."
fact_place_place_quaibrücke_zurich_switzerland_from_1880_to_1890_the_quaibrücke_was_built,"From 1880 to 1890, the Quaibrücke was built."
fact_place_place_lakeside_zurich_switzerland_after_1890_construction_of_the_lakeside_was_carried_out,"After 1890, construction of the lakeside was carried out."
fact_place_place_stadthausquai_zurich_switzerland_after_1890_construction_of_the_stadthausquai_was_carried_out,"After 1890, construction of the Stadthausquai was carried out."
fact_place_place_oetenbach_site_zurich_switzerland_the_new_administrative_center_planned_by_gustav_gull_included_office_buildings_on_the_oetenbach_site,The new administrative center planned by Gustav Gull included office buildings on the Oetenbach site.
fact_place_place_schipfe_zurich_switzerland_the_new_administrative_center_planned_by_gustav_gull_included_office_buildings_along_schipfe,The new administrative center planned by Gustav Gull included office buildings along Schipfe.
fact_place_place_zähringerplatz_zurich_switzerland_a_street_connection_from_zähringerplatz_to_rämistrasse_was_planned_but_only_partially_realized,A street connection from Zähringerplatz to Rämistrasse was planned but only partially realized.
fact_place_place_rämistrasse_zurich_switzerland_a_street_connection_from_zähringerplatz_to_rämistrasse_was_planned_but_only_partially_realized,A street connection from Zähringerplatz to Rämistrasse was planned but only partially realized.
fact_place_place_zurich_switzerland_the_international_competition_for_a_development_plan_for_zurich_and_its_suburbs_1915_1918_strongly_shaped_future_development,The international competition for a development plan for Zurich and its suburbs (1915-1918) strongly shaped future development.
fact_date_date_until_1830_none_1830_until_1830_only_the_core_city_was_densely_built,"Until 1830, only the core city was densely built."
fact_date_date_from_1780_1780_none_from_1780_deconstruction_of_the_medieval_city_wall_began,"From 1780, deconstruction of the medieval city wall began."
fact_date_date_from_1833_1833_none_from_1833_the_canton_started_demolishing_fortifications_creating_space_for_public_buildings_and_roads,"From 1833, the canton started demolishing fortifications, creating space for public buildings and roads."
fact_date_date_from_1835_1835_none_with_the_construction_of_münster_bridge_and_limmatquai_from_1835_zurich_oriented_itself_from_the_limmat_towards_the_lake,"With the construction of Münster bridge and Limmatquai from 1835, Zurich oriented itself from the Limmat towards the lake."
fact_date_date_1847_1847_1847_the_station_outside_the_old_town_opened_in_1847_sparking_a_large_construction_phase_from_1860_to_1890,"The station outside the old town opened in 1847, sparking a large construction phase from 1860 to 1890."
fact_date_date_from_1860_to_1890_1860_1890_the_station_opening_in_1847_sparked_a_large_construction_phase_from_1860_to_1890,The station opening in 1847 sparked a large construction phase from 1860 to 1890.
fact_date_date_by_1859_none_1859_by_1859_the_limmatquai_was_built,"By 1859, the Limmatquai was built."
fact_date_date_from_1861_1863_1861_1863_from_1861_to_1863_the_bahnhofbrücke_was_built,"From 1861 to 1863, the Bahnhofbrücke was built."
fact_date_date_1864_1869_1864_1869_from_1864_to_1869_the_zeughaus_was_built,"From 1864 to 1869, the Zeughaus was built."
fact_date_date_1873_1875_1873_1875_from_1873_to_1875_a_barracks_was_built_in_aussersihl,"From 1873 to 1875, a barracks was built in Aussersihl."
fact_date_date_1873_1875_1873_1875_from_1873_to_1875_the_schweizerische_kreditanstalt_at_paradeplatz_was_built,"From 1873 to 1875, the Schweizerische Kreditanstalt at Paradeplatz was built."
fact_date_date_from_1864_1864_none_from_1864_bahnhofstrasse_was_constructed,"From 1864, Bahnhofstrasse was constructed."
fact_date_date_from_1867_1867_none_from_1867_the_bahnhof_district_was_developed,"From 1867, the Bahnhof district was developed."
fact_date_date_1861_1864_1861_1864_from_1861_to_1864_the_polytechnical_school_was_built,"From 1861 to 1864, the Polytechnical School was built."
fact_date_date_1865_1871_1865_1871_from_1865_to_1871_the_new_main_train_station_was_constructed,"From 1865 to 1871, the new main train station was constructed."
fact_date_date_from_1875_1875_none_zurich_laid_out_the_fraumünster_district_from_1875,Zurich laid out the Fraumünster district from 1875.
fact_date_date_1876_1878_1876_1878_zurich_laid_out_the_prediger_district_from_1876_to_1878,Zurich laid out the Prediger district from 1876 to 1878.
fact_date_date_1877_1880_1877_1880_zurich_laid_out_the_industriequartier_in_aussersihl_from_1877_to_1880,Zurich laid out the Industriequartier in Aussersihl from 1877 to 1880.
fact_date_date_1880_1890_1880_1890_from_1880_to_1890_the_stock_exchange_upper_bahnhofstrasse_lake_promenade_and_quaibrücke_were_built,"From 1880 to 1890, the stock exchange, upper Bahnhofstrasse, lake promenade and Quaibrücke were built."
fact_date_date_1899_1899_1899_the_structure_of_the_main_road_network_goes_back_to_the_general_development_plan_of_1899,The structure of the main road network goes back to the general development plan of 1899.
